scenario,seed,total_income,total_expenses,total_losses,net_profit,delinquency_rate,active_clients_final,num_clients_initial,simulation_type,month,year,month_of_year,commission_income,interest_income,expenses,losses,active_clients,delinquent_clients,interes_generado_total,pagos_interes_total,saldo_principal_total
optimistic,89,12063.448801687726,,,11896.78213502106,,,,monthly,4.0,1.0,4.0,4371.12826525402,7692.320536433705,166.66666666666666,0.0,99.0,1.0,10290.110675073929,7692.320536433705,205802.2135014786
optimistic,89,13097.318440754756,,,12930.65177408809,,,,monthly,5.0,1.0,5.0,4544.527114620577,8552.791326134178,166.66666666666666,0.0,99.0,1.0,12072.639992771281,8552.791326134178,241452.79985542563
optimistic,89,13919.490978794223,,,13752.824312127557,,,,monthly,6.0,1.0,6.0,4317.009508445889,9602.481470348335,166.66666666666666,0.0,99.0,1.0,14009.245816150642,9602.481470348337,280184.91632301285
optimistic,89,15660.832080575952,,,15494.165413909286,,,,monthly,7.0,1.0,7.0,4445.70359064623,11215.128489929722,166.66666666666666,0.0,99.0,1.0,13812.676450888659,11215.12848992972,276253.5290177732
optimistic,89,16639.26204505041,,,16472.595378383743,,,,monthly,8.0,1.0,8.0,4049.99982473728,12589.26222031313,166.66666666666666,0.0,99.0,1.0,13712.905282466243,12589.26222031313,274258.1056493249
optimistic,89,20435.698980853693,,,20269.032314187025,,,,monthly,9.0,1.0,9.0,3941.0042856556756,16494.694695198017,166.66666666666666,0.0,99.0,1.0,11857.491390529369,16494.69469519802,237149.8278105874
optimistic,89,15943.544735504362,,,15776.878068837696,,,,monthly,10.0,1.0,10.0,4213.451985208135,11730.092750296228,166.66666666666666,0.0,99.0,1.0,12056.790802813266,11730.09275029623,241135.81605626535
optimistic,89,14045.413080056838,,,13878.746413390172,,,,monthly,11.0,1.0,11.0,4160.306873025741,9885.106207031096,166.66666666666666,0.0,99.0,1.0,12956.987182676345,9885.106207031096,259139.7436535269
optimistic,89,17497.51570065829,,,17330.84903399162,,,,monthly,12.0,1.0,12.0,4608.554239663478,12888.96146099481,166.66666666666666,0.0,99.0,1.0,12829.908792013417,12888.96146099481,256598.17584026838
optimistic,90,162623.3665154797,24000.0,13381.995456902085,125241.37105857761,0.04,96.0,100.0,summary,,,,,,,,,,,,
optimistic,90,4885.36819487365,,,1458.3297341753232,,,,monthly,1.0,1.0,1.0,4885.36819487365,0.0,166.66666666666666,3260.37179403166,100.0,0.0,4871.134524283363,0.0,97422.69048566728
optimistic,90,8498.42235804519,,,8331.755691378525,,,,monthly,2.0,1.0,2.0,4380.6204114625825,4117.801946582609,166.66666666666666,0.0,98.0,2.0,7723.932418692852,4117.80194658261,154478.64837385705
optimistic,90,10227.672909692932,,,3939.3825801558414,,,,monthly,3.0,1.0,3.0,4052.289739587245,6175.383170105687,166.66666666666666,6121.623662870425,98.0,2.0,9368.590209629996,6175.383170105687,187371.80419259993
optimistic,90,12355.629751481792,,,12188.963084815126,,,,monthly,4.0,1.0,4.0,4526.177827834233,7829.45192364756,166.66666666666666,0.0,97.0,3.0,11602.776066503506,7829.45192364756,232055.52133007013
optimistic,90,15703.12527654631,,,11536.458609879644,,,,monthly,5.0,1.0,5.0,4025.3631696248153,11677.762106921495,166.66666666666666,4000.0,97.0,3.0,11252.500124824823,11677.762106921497,225050.00249649648
optimistic,90,14303.002922507349,,,14136.336255840682,,,,monthly,6.0,1.0,6.0,4002.648047163934,10300.354875343415,166.66666666666666,0.0,96.0,4.0,11228.713855937045,10300.354875343417,224574.27711874092
optimistic,90,13059.951491200232,,,12893.284824533566,,,,monthly,7.0,1.0,7.0,4588.262812542162,8471.68867865807,166.66666666666666,0.0,96.0,4.0,12508.490752871428,8471.688678658069,250169.81505742858
optimistic,90,16306.191303333759,,,16139.524636667093,,,,monthly,8.0,1.0,8.0,4163.436545465564,12142.754757868195,166.66666666666666,0.0,96.0,4.0,12537.363979306312,12142.754757868197,250747.27958612627
optimistic,90,15474.129336662978,,,15307.462669996312,,,,monthly,9.0,1.0,9.0,4009.4798931971504,11464.649443465827,166.66666666666666,0.0,96.0,4.0,13136.920643350937,11464.649443465829,262738.4128670188
optimistic,90,15647.719372471238,,,15481.052705804572,,,,monthly,10.0,1.0,10.0,3901.155080136015,11746.564292335222,166.66666666666666,0.0,96.0,4.0,13371.438543553011,11746.564292335222,267428.77087106026
optimistic,90,16606.59447477714,,,16439.92780811047,,,,monthly,11.0,1.0,11.0,3949.9482815441047,12656.646193233035,166.66666666666666,0.0,96.0,4.0,13789.57485835061,12656.646193233037,275791.49716701225
optimistic,90,19555.55912388711,,,19388.89245722044,,,,monthly,12.0,1.0,12.0,4254.265616802653,15301.293507084456,166.66666666666666,0.0,96.0,4.0,12874.23341421147,15301.293507084452,257484.6682842294
optimistic,91,167913.01586992317,24000.0,9932.33196567056,133980.6839042526,0.02,98.0,100.0,summary,,,,,,,,,,,,
optimistic,91,4837.652933507343,,,4670.986266840676,,,,monthly,1.0,1.0,1.0,4837.652933507343,0.0,166.66666666666666,0.0,100.0,0.0,5153.702694473611,0.0,103074.05388947223
optimistic,91,8805.52205631112,,,5038.855389644454,,,,monthly,2.0,1.0,2.0,4314.756037270394,4490.766019040726,166.66666666666666,3600.0,100.0,0.0,8521.776370005726,4490.766019040725,170435.52740011452
optimistic,91,11760.485843615577,,,11593.819176948911,,,,monthly,3.0,1.0,3.0,4059.013239648765,7701.472603966811,166.66666666666666,0.0,99.0,1.0,9789.600849478893,7701.472603966812,195792.01698957788
optimistic,91,13121.412489365579,,,12954.745822698913,,,,monthly,4.0,1.0,4.0,4619.376631385919,8502.035857979661,166.66666666666666,0.0,99.0,1.0,13160.102934376948,8502.03585797966,263202.05868753896
optimistic,91,14786.23861455315,,,14619.571947886483,,,,monthly,5.0,1.0,5.0,3970.454003061689,10815.784611491461,166.66666666666666,0.0,99.0,1.0,13286.466446506738,10815.784611491463,265729.32893013477
optimistic,91,15162.982243943137,,,14996.315577276471,,,,monthly,6.0,1.0,6.0,4020.956717449447,11142.02552649369,166.66666666666666,0.0,99.0,1.0,14421.11157219897,11142.025526493691,288422.2314439794
optimistic,91,15394.194884025328,,,8895.196251688103,,,,monthly,7.0,1.0,7.0,4337.547401739566,11056.647482285762,166.66666666666666,6332.33196567056,99.0,1.0,15037.322479294508,11056.647482285762,300746.44958589016
optimistic,91,17786.18625664148,,,17619.51958997481,,,,monthly,8.0,1.0,8.0,3780.1947021020865,14005.991554539392,166.66666666666666,0.0,98.0,2.0,14847.143855763006,14005.991554539394,296942.87711526017
optimistic,91,14889.449006270754,,,14722.782339604088,,,,monthly,9.0,1.0,9.0,3900.2575948268773,10989.191411443877,166.66666666666666,0.0,98.0,2.0,15354.838844359003,10989.191411443877,307096.7768871801
optimistic,91,15867.192413289762,,,15700.525746623096,,,,monthly,10.0,1.0,10.0,3823.3310723526392,12043.861340937123,166.66666666666666,0.0,98.0,2.0,16085.3506630078,12043.861340937123,321707.01326015603
optimistic,91,17427.069034383665,,,17260.402367716997,,,,monthly,11.0,1.0,11.0,3830.441332494986,13596.627701888678,166.66666666666666,0.0,98.0,2.0,16731.363651288157,13596.627701888681,334627.27302576316
optimistic,91,18074.6300940163,,,17907.96342734963,,,,monthly,12.0,1.0,12.0,3996.249945662989,14078.38014835331,166.66666666666666,0.0,98.0,2.0,16836.967798921312,14078.38014835331,336739.3559784263
optimistic,92,185468.28693635768,24000.0,14592.316035657559,146875.9709007001,0.03,97.0,100.0,summary,,,,,,,,,,,,
optimistic,92,4878.631545356061,,,4711.964878689394,,,,monthly,1.0,1.0,1.0,4878.631545356061,0.0,166.66666666666666,0.0,100.0,0.0,5309.637130866645,0.0,106192.74261733291
optimistic,92,9210.716297091763,,,9044.049630425097,,,,monthly,2.0,1.0,2.0,4620.213128574982,4590.503168516782,166.66666666666666,0.0,100.0,0.0,10156.36009934778,4590.503168516783,203127.2019869556
optimistic,92,11862.730533416325,,,6073.084468843803,,,,monthly,3.0,1.0,3.0,3948.450981442556,7914.279551973769,166.66666666666666,5622.979397905856,100.0,0.0,11948.074729206524,7914.279551973769,238961.4945841305
optimistic,92,15063.496687668281,,,10896.830021001615,,,,monthly,4.0,1.0,4.0,4133.368388200544,10930.128299467737,166.66666666666666,4000.0,99.0,1.0,13405.941375775526,10930.128299467733,268118.82751551055
optimistic,92,14351.672599330639,,,14185.005932663973,,,,monthly,5.0,1.0,5.0,3988.3541842636632,10363.318415066975,166.66666666666666,0.0,98.0,2.0,14987.359064356679,10363.318415066973,299747.1812871336
optimistic,92,17508.566638913973,,,17341.899972247305,,,,monthly,6.0,1.0,6.0,3875.6824148723326,13632.884224041642,166.66666666666666,0.0,98.0,2.0,15347.059441339838,13632.884224041642,306941.1888267968
optimistic,92,15780.914315285569,,,15614.247648618903,,,,monthly,7.0,1.0,7.0,4025.589968406784,11755.324346878784,166.66666666666666,0.0,98.0,2.0,16270.970888381325,11755.324346878782,325419.4177676265
optimistic,92,16649.752606291957,,,16483.08593962529,,,,monthly,8.0,1.0,8.0,3581.5398544567374,13068.212751835219,166.66666666666666,0.0,98.0,2.0,16846.124157276696,13068.212751835215,336922.48314553394
optimistic,92,19904.493504122947,,,14768.490199704576,,,,monthly,9.0,1.0,9.0,3558.419681425954,16346.073822696995,166.66666666666666,4969.336637751703,98.0,2.0,16090.677033159,16346.073822696993,321813.54066318
optimistic,92,20834.566199971872,,,20667.899533305204,,,,monthly,10.0,1.0,10.0,3568.5172628830287,17266.048937088843,166.66666666666666,0.0,97.0,3.0,15277.896695754582,17266.048937088843,305557.9339150917
optimistic,92,15619.57818703494,,,15452.911520368274,,,,monthly,11.0,1.0,11.0,3744.590061837795,11874.988125197146,166.66666666666666,0.0,97.0,3.0,17059.654760997386,11874.988125197146,341193.09521994775
optimistic,92,23803.167821873318,,,23636.50115520665,,,,monthly,12.0,1.0,12.0,3847.2436787744396,19955.924143098877,166.66666666666666,0.0,97.0,3.0,15025.760919641738,19955.924143098877,300515.21839283477
optimistic,93,150473.88006909352,24000.0,23416.103051145175,103057.77701794833,0.04,96.0,100.0,summary,,,,,,,,,,,,
optimistic,93,4954.415892750067,,,1187.7492260833997,,,,monthly,1.0,1.0,1.0,4954.415892750067,0.0,166.66666666666666,3600.0,100.0,0.0,4865.63264418985,0.0,97312.65288379701
optimistic,93,8766.336001166761,,,8599.669334500095,,,,monthly,2.0,1.0,2.0,4596.632529800926,4169.703471365836,166.66666666666666,0.0,99.0,1.0,7825.538881690776,4169.703471365835,156510.77763381554
optimistic,93,11196.307979706062,,,11029.641313039396,,,,monthly,3.0,1.0,3.0,4361.3799426517,6834.928037054362,166.66666666666666,0.0,99.0,1.0,9461.009210357692,6834.928037054362,189220.18420715386
optimistic,93,12777.778294089901,,,8611.111627423235,,,,monthly,4.0,1.0,4.0,4486.471516148017,8291.306777941883,166.66666666666666,4000.0,99.0,1.0,9645.596813120183,8291.306777941883,192911.93626240367
optimistic,93,11764.261184318206,,,11597.59451765154,,,,monthly,5.0,1.0,5.0,4257.638322552959,7506.622861765246,166.66666666666666,0.0,98.0,2.0,10248.254486946325,7506.622861765248,204965.08973892653
optimistic,93,14477.51999889546,,,14310.853332228793,,,,monthly,6.0,1.0,6.0,4447.607413114248,10029.91258578121,166.66666666666666,0.0,98.0,2.0,10024.948562938816,10029.912585781214,200498.97125877635
optimistic,93,13977.604407252331,,,13810.937740585665,,,,monthly,7.0,1.0,7.0,4812.615403122545,9164.989004129786,166.66666666666666,0.0,98.0,2.0,10878.825077656487,9164.989004129782,217576.50155312975
optimistic,93,16275.295341347179,,,8114.58682297001,,,,monthly,8.0,1.0,8.0,4289.011029363017,11986.284311984162,166.66666666666666,7994.041851710503,98.0,2.0,10228.547254811461,11986.284311984167,204570.94509622926
optimistic,93,11768.753299429463,,,11602.086632762797,,,,monthly,9.0,1.0,9.0,4334.192689362339,7434.560610067126,166.66666666666666,0.0,97.0,3.0,11670.999750598652,7434.560610067126,233419.99501197305
optimistic,93,14317.767167555605,,,6329.039301454268,,,,monthly,10.0,1.0,10.0,4259.371560786551,10058.395606769054,166.66666666666666,7822.061199434671,97.0,3.0,11818.996311484721,10058.395606769054,236379.92622969445
optimistic,93,13891.248871336178,,,13724.582204669512,,,,monthly,11.0,1.0,11.0,4101.35636081936,9789.892510516818,166.66666666666666,0.0,96.0,4.0,11912.995139325942,9789.892510516818,238259.90278651885
optimistic,93,16306.59163124629,,,16139.924964579624,,,,monthly,12.0,1.0,12.0,4578.84174194121,11727.749889305082,166.66666666666666,0.0,96.0,4.0,10823.432495612762,11727.74988930508,216468.64991225526
optimistic,94,150493.0701787859,24000.0,15011.71252442204,111481.35765436388,0.04,96.0,100.0,summary,,,,,,,,,,,,
optimistic,94,4667.034562375533,,,900.367895708866,,,,monthly,1.0,1.0,1.0,4667.034562375533,0.0,166.66666666666666,3600.0,100.0,0.0,3113.4426198471124,0.0,62268.85239694225
optimistic,94,7704.027917587136,,,2434.7667727998323,,,,monthly,2.0,1.0,2.0,4766.4887197119715,2937.539197875164,166.66666666666666,5102.594478120636,99.0,1.0,6680.411811169378,2937.539197875164,133608.23622338756
optimistic,94,9649.619788584207,,,9482.95312191754,,,,monthly,3.0,1.0,3.0,4322.189920304846,5327.429868279361,166.66666666666666,0.0,98.0,2.0,8949.242124464941,5327.429868279361,178984.84248929887
optimistic,94,11537.506648336608,,,11370.839981669942,,,,monthly,4.0,1.0,4.0,4489.337006181184,7048.169642155424,166.66666666666666,0.0,98.0,2.0,10612.330485503371,7048.169642155424,212246.60971006745
optimistic,94,14969.78427430477,,,14803.117607638103,,,,monthly,5.0,1.0,5.0,4474.495181367931,10495.289092936839,166.66666666666666,0.0,98.0,2.0,10352.075420479505,10495.28909293684,207041.5084095901
optimistic,94,11517.872361033304,,,9042.087648065233,,,,monthly,6.0,1.0,6.0,4271.227551828884,7246.644809204419,166.66666666666666,2309.1180463014043,98.0,2.0,11474.389385061228,7246.644809204419,229487.78770122456
optimistic,94,15918.5519263265,,,15751.885259659834,,,,monthly,7.0,1.0,7.0,4660.4581818849965,11258.093744441503,166.66666666666666,0.0,97.0,3.0,11243.377734132628,11258.093744441503,224867.55468265255
optimistic,94,16244.587218665663,,,16077.920551998997,,,,monthly,8.0,1.0,8.0,4292.35465455096,11952.232564114704,166.66666666666666,0.0,97.0,3.0,10906.36360008602,11952.232564114704,218127.27200172044
optimistic,94,15519.179448858975,,,15352.512782192309,,,,monthly,9.0,1.0,9.0,4334.24448510269,11184.934963756285,166.66666666666666,0.0,97.0,3.0,11056.493590216449,11184.934963756286,221129.87180432898
optimistic,94,14168.655877201962,,,14001.989210535296,,,,monthly,10.0,1.0,10.0,4227.55454296163,9941.101334240331,166.66666666666666,0.0,97.0,3.0,10466.49647613134,9941.101334240333,209329.9295226268
optimistic,94,13630.969782370148,,,9464.303115703482,,,,monthly,11.0,1.0,11.0,4413.107613338529,9217.86216903162,166.66666666666666,4000.0,97.0,3.0,12525.043425334123,9217.86216903162,250500.86850668245
optimistic,94,14965.280373141111,,,14798.613706474445,,,,monthly,12.0,1.0,12.0,4513.761034434683,10451.519338706428,166.66666666666666,0.0,96.0,4.0,13779.802939745518,10451.519338706425,275596.0587949104
optimistic,95,155980.41788102302,24000.0,26921.93863631731,105058.47924470571,0.05,95.0,100.0,summary,,,,,,,,,,,,
optimistic,95,5111.14054779764,,,4944.473881130973,,,,monthly,1.0,1.0,1.0,5111.14054779764,0.0,166.66666666666666,0.0,100.0,0.0,4777.174502213439,0.0,95543.4900442688
optimistic,95,8734.783450803672,,,8568.116784137006,,,,monthly,2.0,1.0,2.0,4541.039117719084,4193.744333084588,166.66666666666666,0.0,100.0,0.0,7408.095223187614,4193.744333084588,148161.9044637523
optimistic,95,10070.188154005398,,,243.64467727990814,,,,monthly,3.0,1.0,3.0,4382.379518942261,5687.808635063137,166.66666666666666,9659.876810058824,100.0,0.0,9288.958081133887,5687.8086350631365,185779.16162267778
optimistic,95,12062.555295390062,,,11895.888628723396,,,,monthly,4.0,1.0,4.0,4580.063558869605,7482.4917365204565,166.66666666666666,0.0,98.0,2.0,10569.658068256012,7482.491736520457,211393.1613651203
optimistic,95,11967.255632504875,,,1686.9147950548286,,,,monthly,5.0,1.0,5.0,4280.457657615062,7686.797974889812,166.66666666666666,10113.67417078338,98.0,2.0,11274.826563059436,7686.797974889812,225496.53126118876
optimistic,95,13333.133795296224,,,13166.467128629558,,,,monthly,6.0,1.0,6.0,4259.389231555349,9073.744563740875,166.66666666666666,0.0,96.0,4.0,12076.579304630097,9073.744563740873,241531.58609260197
optimistic,95,15975.826579052267,,,15809.159912385601,,,,monthly,7.0,1.0,7.0,4551.576544195994,11424.250034856273,166.66666666666666,0.0,96.0,4.0,11512.991916305918,11424.250034856275,230259.83832611836
optimistic,95,13819.104982598481,,,13652.438315931815,,,,monthly,8.0,1.0,8.0,4224.298930717586,9594.806051880896,166.66666666666666,0.0,96.0,4.0,11953.704169010898,9594.806051880898,239074.08338021798
optimistic,95,14591.77053516916,,,14425.103868502494,,,,monthly,9.0,1.0,9.0,4138.6607088239325,10453.109826345228,166.66666666666666,0.0,96.0,4.0,11946.640558337933,10453.10982634523,238932.81116675868
optimistic,95,15104.079563859126,,,14937.41289719246,,,,monthly,10.0,1.0,10.0,4038.3838113348547,11065.695752524272,166.66666666666666,0.0,96.0,4.0,11529.01829149254,11065.695752524272,230580.3658298508
optimistic,95,18219.67372186134,,,18053.007055194674,,,,monthly,11.0,1.0,11.0,4082.0560107467463,14137.617711114595,166.66666666666666,0.0,96.0,4.0,10833.814650654658,14137.617711114595,216676.29301309318
optimistic,95,16990.90562268477,,,9675.851300543001,,,,monthly,12.0,1.0,12.0,4774.0414676540195,12216.864155030753,166.66666666666666,7148.387655475102,96.0,4.0,10798.039786559337,12216.864155030757,215960.79573118675
optimistic,96,164177.86627654996,24000.0,8631.31995683716,131546.5463197128,0.01,99.0,100.0,summary,,,,,,,,,,,,
optimistic,96,5059.645423004863,,,4892.978756338196,,,,monthly,1.0,1.0,1.0,5059.645423004863,0.0,166.66666666666666,0.0,100.0,0.0,4964.614727219701,0.0,99292.29454439403
optimistic,96,8513.444222670694,,,8346.777556004028,,,,monthly,2.0,1.0,2.0,4602.0210947846135,3911.423127886081,166.66666666666666,0.0,100.0,0.0,8461.473002440509,3911.4231278860807,169229.4600488102
optimistic,96,11524.863566262771,,,11358.196899596105,,,,monthly,3.0,1.0,3.0,4342.542851672838,7182.320714589933,166.66666666666666,0.0,100.0,0.0,10577.368966028436,7182.320714589933,211547.37932056875
optimistic,96,12746.572516248494,,,12579.905849581828,,,,monthly,4.0,1.0,4.0,4565.901304209861,8180.671212038633,166.66666666666666,0.0,100.0,0.0,11722.15679149145,8180.671212038633,234443.135829829
optimistic,96,12596.759081656097,,,3798.7724581522707,,,,monthly,5.0,1.0,5.0,4385.643866706365,8211.115214949732,166.66666666666666,8631.31995683716,100.0,0.0,12177.883857949939,8211.115214949734,243557.6771589988
optimistic,96,15400.84687278666,,,15234.180206119994,,,,monthly,6.0,1.0,6.0,4316.130990979442,11084.715881807218,166.66666666666666,0.0,99.0,1.0,12289.16896648272,11084.715881807218,245783.37932965445
optimistic,96,19108.80424275165,,,18942.13757608498,,,,monthly,7.0,1.0,7.0,4798.496810622155,14310.307432129495,166.66666666666666,0.0,99.0,1.0,10736.694177283773,14310.307432129499,214733.88354567546
optimistic,96,11634.202138066972,,,11467.535471400306,,,,monthly,8.0,1.0,8.0,4428.140886896959,7206.061251170014,166.66666666666666,0.0,99.0,1.0,11630.334135088606,7206.061251170016,232606.6827017721
optimistic,96,16346.246036807228,,,16179.579370140562,,,,monthly,9.0,1.0,9.0,4278.26894879157,12067.977088015658,166.66666666666666,0.0,99.0,1.0,11370.803897311729,12067.977088015658,227416.0779462346
optimistic,96,14731.148446637038,,,14564.481779970372,,,,monthly,10.0,1.0,10.0,4353.820682365858,10377.32776427118,166.66666666666666,0.0,99.0,1.0,11575.438710704793,10377.327764271178,231508.77421409587
optimistic,96,17810.064376851227,,,17643.39771018456,,,,monthly,11.0,1.0,11.0,4246.658876322045,13563.405500529183,166.66666666666666,0.0,99.0,1.0,10838.548895282704,13563.405500529187,216770.9779056541
optimistic,96,18705.26935280626,,,18538.60268613959,,,,monthly,12.0,1.0,12.0,4815.328617273857,13889.9407355324,166.66666666666666,0.0,99.0,1.0,9803.31309321568,13889.940735532404,196066.26186431362
optimistic,97,146364.2299457302,24000.0,18053.699805980767,104310.53013974945,0.05,95.0,100.0,summary,,,,,,,,,,,,
optimistic,97,4751.1969018780665,,,-2615.4697647886005,,,,monthly,1.0,1.0,1.0,4751.1969018780665,0.0,166.66666666666666,7200.0,100.0,0.0,3570.9904511762984,0.0,71419.80902352597
optimistic,97,7681.012200224937,,,7514.34553355827,,,,monthly,2.0,1.0,2.0,4648.1909669580855,3032.8212332668522,166.66666666666666,0.0,98.0,2.0,6644.216732700823,3032.821233266852,132884.33465401648
optimistic,97,10274.573885212289,,,10107.907218545623,,,,monthly,3.0,1.0,3.0,4263.018348249668,6011.555536962622,166.66666666666666,0.0,98.0,2.0,7913.822102789155,6011.555536962622,158276.44205578312
optimistic,97,11333.285454037308,,,9162.342101616263,,,,monthly,4.0,1.0,4.0,4814.51136685779,6518.774087179519,166.66666666666666,2004.2766857543795,98.0,2.0,9343.844906842845,6518.77408717952,186876.89813685694
optimistic,97,11545.244856582976,,,6529.155069689923,,,,monthly,5.0,1.0,5.0,4576.80595039026,6968.438906192717,166.66666666666666,4849.423120226387,97.0,3.0,11245.350779655811,6968.438906192718,224907.01559311626
optimistic,97,14864.81198482959,,,14698.145318162924,,,,monthly,6.0,1.0,6.0,4097.696653549958,10767.115331279632,166.66666666666666,0.0,96.0,4.0,10206.388580362871,10767.11533127963,204127.77160725743
optimistic,97,11630.16670106483,,,11463.500034398165,,,,monthly,7.0,1.0,7.0,4668.141692129441,6962.025008935389,166.66666666666666,0.0,96.0,4.0,11316.183870055253,6962.025008935391,226323.67740110506
optimistic,97,16360.117030912403,,,16193.450364245737,,,,monthly,8.0,1.0,8.0,4079.2070209422664,12280.910009970137,166.66666666666666,0.0,96.0,4.0,10557.259103733835,12280.910009970137,211145.1820746767
optimistic,97,13296.32542074372,,,9129.658754077054,,,,monthly,9.0,1.0,9.0,4280.69067238174,9015.63474836198,166.66666666666666,4000.0,96.0,4.0,11626.593299222412,9015.634748361981,232531.86598444826
optimistic,97,12396.248481659906,,,12229.58181499324,,,,monthly,10.0,1.0,10.0,4067.1251317120355,8329.123349947871,166.66666666666666,0.0,95.0,5.0,11670.935936318701,8329.123349947871,233418.71872637403
optimistic,97,16396.42272410579,,,16229.756057439123,,,,monthly,11.0,1.0,11.0,4022.0313244990807,12374.391399606708,166.66666666666666,0.0,95.0,5.0,11417.849146682345,12374.391399606711,228356.9829336469
optimistic,97,15834.82430447842,,,15668.157637811753,,,,monthly,12.0,1.0,12.0,4513.668346767392,11321.155957711027,166.66666666666666,0.0,95.0,5.0,11436.408091269539,11321.155957711031,228728.16182539082
optimistic,98,169823.61350710128,24000.0,40492.649099984636,105330.96440711664,0.06,94.0,100.0,summary,,,,,,,,,,,,
optimistic,98,4915.7266864196345,,,1149.0600197529675,,,,monthly,1.0,1.0,1.0,4915.7266864196345,0.0,166.66666666666666,3600.0,100.0,0.0,5500.335505018689,0.0,110006.71010037379
optimistic,98,9166.222872856535,,,8999.556206189869,,,,monthly,2.0,1.0,2.0,4476.69585654326,4689.527016313275,166.66666666666666,0.0,99.0,1.0,9406.841077056424,4689.527016313275,188136.8215411285
optimistic,98,11353.113355754704,,,11186.446689088038,,,,monthly,3.0,1.0,3.0,4104.9666169732645,7248.14673878144,166.66666666666666,0.0,99.0,1.0,11203.514895892964,7248.146738781438,224070.2979178593
optimistic,98,14084.008372368233,,,13917.341705701567,,,,monthly,4.0,1.0,4.0,4359.9160421035385,9724.092330264695,166.66666666666666,0.0,99.0,1.0,12521.729590650655,9724.092330264693,250434.59181301313
optimistic,98,14225.405366212895,,,14058.73869954623,,,,monthly,5.0,1.0,5.0,4256.87182122768,9968.533544985215,166.66666666666666,0.0,99.0,1.0,13935.843451757704,9968.533544985217,278716.8690351541
optimistic,98,15340.694277000417,,,15174.027610333751,,,,monthly,6.0,1.0,6.0,3984.4233277614167,11356.270949239,166.66666666666666,0.0,99.0,1.0,13698.766081877146,11356.270949239004,273975.3216375429
optimistic,98,16738.5514330643,,,8088.913907142958,,,,monthly,7.0,1.0,7.0,4408.003078060693,12330.54835500361,166.66666666666666,8482.970859254676,99.0,1.0,13906.646835002468,12330.548355003617,278132.9367000494
optimistic,98,19646.07027278847,,,10712.990991112392,,,,monthly,8.0,1.0,8.0,3886.9816830691716,15759.088589719298,166.66666666666666,8766.41261500941,98.0,2.0,12678.455217412848,15759.088589719298,253569.10434825695
optimistic,98,15724.407891686338,,,15557.741225019672,,,,monthly,9.0,1.0,9.0,3996.968528752242,11727.439362934096,166.66666666666666,0.0,97.0,3.0,11893.485770209014,11727.439362934094,237869.71540418032
optimistic,98,16396.75807635709,,,16230.091409690425,,,,monthly,10.0,1.0,10.0,4175.053941648413,12221.70413470868,166.66666666666666,0.0,97.0,3.0,12061.07883517421,12221.70413470868,241221.57670348423
optimistic,98,14106.552844810938,,,648.1527180901721,,,,monthly,11.0,1.0,11.0,4133.770202387979,9972.782642422959,166.66666666666666,13291.7334600541,97.0,3.0,12763.172686872656,9972.782642422959,255263.45373745315
optimistic,98,18126.102057781707,,,11607.903225448586,,,,monthly,12.0,1.0,12.0,4256.206440893419,13869.895616888287,166.66666666666666,6351.532165666453,95.0,5.0,12492.984475195994,13869.895616888287,249859.6895039199
optimistic,99,157450.58423059015,24000.0,19600.0,113850.58423059015,0.05,95.0,100.0,summary,,,,,,,,,,,,
optimistic,99,4980.322228636791,,,1213.655561970124,,,,monthly,1.0,1.0,1.0,4980.322228636791,0.0,166.66666666666666,3600.0,100.0,0.0,4067.847353154218,0.0,81356.94706308437
optimistic,99,8596.418492195227,,,8429.751825528561,,,,monthly,2.0,1.0,2.0,4833.685790951858,3762.7327012433693,166.66666666666666,0.0,99.0,1.0,7660.4142097239055,3762.7327012433693,153208.28419447812
optimistic,99,10524.983380790007,,,6758.316714123341,,,,monthly,3.0,1.0,3.0,4350.277736854433,6174.705643935573,166.66666666666666,3600.0,99.0,1.0,9139.37066472874,6174.705643935574,182787.4132945748
optimistic,99,12388.13110524372,,,12221.464438577053,,,,monthly,4.0,1.0,4.0,4586.968770511849,7801.16233473187,166.66666666666666,0.0,98.0,2.0,9869.748963024987,7801.16233473187,197394.97926049976
optimistic,99,12915.360260388352,,,8748.693593721686,,,,monthly,5.0,1.0,5.0,4454.093177389679,8461.267082998673,166.66666666666666,4000.0,98.0,2.0,10351.271339958004,8461.267082998673,207025.4267991601
optimistic,99,11965.703731868929,,,11799.037065202263,,,,monthly,6.0,1.0,6.0,4367.39677248669,7598.306959382238,166.66666666666666,0.0,97.0,3.0,11455.723765297675,7598.306959382237,229114.4753059535
optimistic,99,12650.828982908788,,,8084.162316242122,,,,monthly,7.0,1.0,7.0,4648.2712907580935,8002.557692150695,166.66666666666666,4400.0,97.0,3.0,12681.449214944183,8002.557692150699,253628.98429888368
optimistic,99,16942.199397348297,,,16775.53273068163,,,,monthly,8.0,1.0,8.0,4116.552557121113,12825.646840227186,166.66666666666666,0.0,96.0,4.0,12568.456540628471,12825.646840227182,251369.13081256943
optimistic,99,15525.668467935877,,,11359.00180126921,,,,monthly,9.0,1.0,9.0,4011.049829918878,11514.618638016998,166.66666666666666,4000.0,96.0,4.0,12899.357287164874,11514.618638016997,257987.1457432975
