mes_global,anio,mes,ingresos_comisiones,ingresos_intereses,ingresos_totales,gastos,perdidas,ganancia,clientes_activos,clientes_morosos
1,1,1,13874.855170595547,13252.60648346149,27127.461654057035,333.3333333333333,64671.57914203006,-37877.45082130635,100,0
2,1,2,11889.204681714164,18535.881674828855,30425.08635654302,333.3333333333333,23625.0,6466.753023209687,94,6
3,1,3,11349.905657251684,22919.25557216161,34269.161229413294,333.3333333333333,11812.5,22123.327896079958,92,8
4,1,4,12241.227643647733,23989.31094706752,36230.53859071525,333.3333333333333,39375.0,-3477.7947426180835,91,9
5,1,5,11605.817825582311,27459.680678059758,39065.49850364207,333.3333333333333,78750.0,-40017.834829691266,88,12
6,1,6,10076.334280701032,29674.732230425343,39751.06651112637,333.3333333333333,66375.66818458031,-26957.935006787273,82,18
7,1,7,10498.173847206239,33517.55703469238,44015.73088189862,333.3333333333333,43312.50000000001,369.89754856527725,78,22
8,1,8,8588.441798795644,27748.888841729473,36337.33064052512,333.3333333333333,74911.33991696574,-38907.34260977395,75,25
9,1,9,8614.822886947335,25491.545608704597,34106.36849565193,333.3333333333333,40724.89949516546,-6951.864332846868,71,29
10,1,10,8236.890814592607,24114.80745222073,32351.69826681334,333.3333333333333,63355.435504218214,-31337.070570738208,69,31
11,1,11,7899.705408357073,24016.241071374476,31915.94647973155,333.3333333333333,52500.0,-20917.386853601784,66,34
12,1,12,8117.784800049358,26048.283336908815,34166.06813695817,333.3333333333333,14437.500000000002,19395.234803624837,62,38
13,2,1,6011.5353972938,23125.579325636645,29137.114722930444,333.3333333333333,45853.81472942462,-17050.03333982751,61,39
14,2,2,6224.827303764524,24049.483965019488,30274.31126878401,333.3333333333333,11812.5,18128.47793545068,59,41
15,2,3,6189.10407286458,24352.06776744722,30541.1718403118,333.3333333333333,11812.5,18395.338506978467,58,42
16,2,4,6389.490102995193,23001.444710852054,29390.93481384725,333.3333333333333,13125.0,15932.601480513917,57,43
17,2,5,6547.143913971197,23689.548743582167,30236.692657553365,333.3333333333333,0.0,29903.359324220033,56,44
18,2,6,6390.682905860152,23660.851605806627,30051.534511666778,333.3333333333333,0.0,29718.201178333446,56,44
19,2,7,7023.209640995327,20645.84378171314,27669.053422708468,333.3333333333333,55933.879444944665,-28598.15935556953,56,44
20,2,8,6706.023368905066,20764.607190877272,27470.630559782338,333.3333333333333,26250.0,887.2972264490054,53,47
21,2,9,5871.58951655672,20342.22289209359,26213.81240865031,333.3333333333333,79102.07350948067,-53221.59443416369,51,49
22,2,10,4870.050893481301,21491.407195332533,26361.458088813833,333.3333333333333,55558.83303647474,-29530.708280994237,46,54
23,2,11,4320.188313428593,21313.365630244625,25633.553943673218,333.3333333333333,26250.0,-949.7793896601142,42,58
24,2,12,4534.688822853463,19879.54254264295,24414.231365496413,333.3333333333333,37102.628532101895,-13021.730499938814,40,60
25,3,1,3882.1233307486586,18540.19895086513,22422.32228161379,333.3333333333333,69190.82702665566,-47101.83807837521,39,61
26,3,2,2917.1508827746343,16671.131796155085,19588.282678929718,333.3333333333333,17132.113374213142,2122.8359713832433,34,66
27,3,3,2958.094878585521,18362.585345446838,21320.68022403236,333.3333333333333,0.0,20987.346890699027,32,68
28,3,4,3283.670045542305,17538.288294063248,20821.958339605553,333.3333333333333,35236.57556590538,-14747.950559633162,32,68
29,3,5,3179.613816242459,19344.489846307595,22524.103662550053,333.3333333333333,0.0,22190.77032921672,31,69
30,3,6,3052.299850050654,18198.733434118752,21251.033284169407,333.3333333333333,0.0,20917.699950836075,31,69
31,3,7,3722.26729490341,16759.71675817806,20481.98405308147,333.3333333333333,41854.10301236031,-21705.452292612175,31,69
32,3,8,2769.4362379939303,15519.168959039009,18288.60519703294,333.3333333333333,63054.560762765956,-45099.28889906635,29,71
33,3,9,2349.307438715853,12164.185595724954,14513.493034440806,333.3333333333333,37031.03025293518,-22850.870551827713,26,74
34,3,10,2791.485183504938,11385.619926175255,14177.105109680193,333.3333333333333,0.0,13843.771776346859,25,75
35,3,11,2768.762387470682,11215.638757200522,13984.401144671205,333.3333333333333,0.0,13651.06781133787,25,75
36,3,12,3076.205508679685,11858.079374224455,14934.28488290414,333.3333333333333,28875.000000000004,-14274.048450429198,25,75
