mes_global,anio,mes,ingresos_comisiones,ingresos_intereses,ingresos_totales,gastos,perdidas,ganancia,clientes_activos,clientes_morosos
1,1,1,2907.0553004108438,2663.5478478678315,5570.603148278675,666.6666666666666,45203.3552207359,-40299.418739123896,100,0
2,1,2,2507.107932036557,3280.3935919204596,5787.501523957017,666.6666666666666,38380.00732910643,-33259.172471816084,90,10
3,1,3,2235.325649068269,4537.854370630372,6773.1800196986405,666.6666666666666,7875.0,-1768.4866469680264,84,16
4,1,4,2316.531045302689,4531.678124670387,6848.209169973075,666.6666666666666,30856.247757210444,-24674.705253904034,82,18
5,1,5,2258.39288625922,4465.91356619113,6724.30645245035,666.6666666666666,17500.0,-11442.360214216318,77,23
6,1,6,2071.7124858332904,3077.6928330978894,5149.40531893118,666.6666666666666,51318.23449093293,-46835.49583866842,73,27
7,1,7,2197.587747403849,4098.635674010551,6296.2234214144,666.6666666666666,17100.45399895039,-11470.897244202657,66,34
8,1,8,1802.1269632446538,3179.866003400915,4981.992966645568,666.6666666666666,43165.74375823983,-38850.41745826093,64,36
9,1,9,1724.0382382321,2432.4100105121197,4156.44824874422,666.6666666666666,29773.749296106806,-26283.96771402925,59,41
10,1,10,1556.2200294722297,2080.6050532508807,3636.8250827231104,666.6666666666666,40477.648377541576,-37507.48996148513,54,46
11,1,11,1372.54940958309,1597.5747983722786,2970.1242079553685,666.6666666666666,17208.201248065907,-14904.743706777204,49,51
12,1,12,1391.53139413528,1342.492263433137,2734.0236575684166,666.6666666666666,9625.0,-7557.64300909825,46,54
13,2,1,1182.9342977838285,1632.73838205928,2815.672679843108,666.6666666666666,11812.5,-9663.493986823558,44,56
14,2,2,1053.4223591051818,1795.3878218290174,2848.8101809341993,666.6666666666666,3937.5,-1755.3564857324673,41,59
15,2,3,1029.840644778822,2123.81514350443,3153.655788283252,666.6666666666666,3937.5,-1450.5108783834144,40,60
16,2,4,1070.34941660582,1640.6813319111316,2711.0307485169515,666.6666666666666,21143.180261166595,-19098.81617931631,39,61
17,2,5,1064.5472328043104,886.0220982480353,1950.5693310523457,666.6666666666666,33416.70222247604,-32132.79955809036,37,63
18,2,6,995.6841103562339,1091.7015908156036,2087.3857011718374,666.6666666666666,13125.0,-11704.280965494829,33,67
19,2,7,949.2655639009874,932.3537377093329,1881.6193016103202,666.6666666666666,0.0,1214.9526349436537,30,70
20,2,8,837.3136722721057,935.4106717244586,1772.7243439965641,666.6666666666666,8750.0,-7643.942322670102,30,70
21,2,9,810.0819163480046,500.253843255753,1310.3357596037577,666.6666666666666,0.0,643.669092937091,28,72
22,2,10,865.5130322288819,380.53686237768443,1246.0498946065663,666.6666666666666,19984.979651679954,-19405.596423740055,28,72
23,2,11,762.1382589491142,285.5128181764294,1047.6510771255435,666.6666666666666,11064.106400295881,-10683.121989837004,26,74
24,2,12,786.5596477891179,325.197860440317,1111.757508229435,666.6666666666666,4812.5,-4367.409158437232,24,76
25,3,1,623.421996929117,385.7465235386315,1009.1685204677485,666.6666666666666,3937.5,-3594.998146198918,23,77
26,3,2,584.2458647097422,395.67862017508173,979.924484884824,666.6666666666666,3937.5,-3624.2421817818426,22,78
27,3,3,561.8147792374217,426.7572844497728,988.5720636871945,666.6666666666666,3937.5,-3615.5946029794723,21,79
28,3,4,586.788497265929,296.9524605713899,883.7409578373189,666.6666666666666,0.0,217.07429117065226,20,80
29,3,5,593.9823490091705,140.81783049434372,734.8001795035143,666.6666666666666,0.0,68.13351283684767,20,80
30,3,6,605.9418715940966,236.86854257096886,842.8104141650655,666.6666666666666,13125.0,-12948.8562525016,20,80
31,3,7,544.6581138473608,252.6844887608313,797.3426026081921,666.6666666666666,4812.5,-4681.8240640584745,17,83
32,3,8,475.42329165031066,68.0996051525675,543.5228968028782,666.6666666666666,0.0,-123.1437698637884,16,84
33,3,9,480.2623703614739,0.0,480.2623703614739,666.6666666666666,9606.197021673872,-9792.601317979064,16,84
34,3,10,428.74999999999994,0.0,428.74999999999994,666.6666666666666,0.0,-237.91666666666669,14,86
35,3,11,428.74999999999994,0.0,428.74999999999994,666.6666666666666,0.0,-237.91666666666669,14,86
36,3,12,471.625,0.0,471.625,666.6666666666666,0.0,-195.04166666666663,14,86
