scenario,seed,total_income,total_expenses,total_losses,net_profit,delinquency_rate,active_clients_final,num_clients_initial,simulation_type,month,year,month_of_year,commission_income,interest_income,expenses,losses,active_clients,delinquent_clients,interes_generado_total,pagos_interes_total,saldo_principal_total,saldo_interes_total
optimistic,1,12942.631773014427,,,12775.965106347761,,,,monthly,10.0,1.0,10.0,4738.570433291165,8204.061339723263,166.66666666666666,0.0,98.0,2.0,7494.715260056616,8204.061339723263,149894.30520113235,14373.73133916298
optimistic,1,10903.809104344858,,,10737.142437678192,,,,monthly,11.0,1.0,11.0,4768.32772036044,6135.481383984417,166.66666666666666,0.0,98.0,2.0,8171.609572678983,6135.481383984417,163432.19145357967,16409.859527857545
optimistic,1,14525.684319869175,,,9959.017653202509,,,,monthly,12.0,1.0,12.0,5298.526377106021,9227.157942763153,166.66666666666666,4400.0,98.0,2.0,7928.493456694599,9227.157942763155,158569.869133892,15111.19504178899
optimistic,2,139911.42816430866,24000.0,7550.830404810046,108360.59775949862,0.02,98.0,100.0,summary,,,,,,,,,,,,,
optimistic,2,5052.477151211093,,,4885.810484544426,,,,monthly,1.0,1.0,1.0,5052.477151211093,0.0,166.66666666666666,0.0,100.0,0.0,3790.878089020818,0.0,75817.56178041638,3790.878089020818
optimistic,2,8095.70876877467,,,7929.042102108003,,,,monthly,2.0,1.0,2.0,4884.616064867245,3211.092703907425,166.66666666666666,0.0,100.0,0.0,6382.747748928379,3211.092703907425,127654.95497856759,6962.5331340417715
optimistic,2,9370.443984003727,,,9203.77731733706,,,,monthly,3.0,1.0,3.0,4589.535388055814,4780.908595947912,166.66666666666666,0.0,100.0,0.0,7657.463541502763,4780.908595947913,153149.2708300553,9839.088079596622
optimistic,2,10452.767937829693,,,10286.101271163026,,,,monthly,4.0,1.0,4.0,4877.569476773139,5575.198461056553,166.66666666666666,0.0,100.0,0.0,8684.65203032839,5575.198461056553,173693.0406065678,12948.541648868459
optimistic,2,12128.049441088982,,,11961.382774422316,,,,monthly,5.0,1.0,5.0,4793.083894874207,7334.965546214776,166.66666666666666,0.0,100.0,0.0,9363.922153862153,7334.9655462147775,187278.44307724308,14977.498256515835
optimistic,2,13015.126094892674,,,12848.459428226008,,,,monthly,6.0,1.0,6.0,4617.5722709116635,8397.55382398101,166.66666666666666,0.0,100.0,0.0,8496.8380692402,8397.55382398101,169936.76138480403,15076.782501775026
optimistic,2,13985.503623537918,,,13818.836956871251,,,,monthly,7.0,1.0,7.0,5306.842045351044,8678.661578186873,166.66666666666666,0.0,100.0,0.0,9486.458737867424,8678.661578186875,189729.1747573485,15884.579661455575
optimistic,2,14617.908264229958,,,10900.411192753247,,,,monthly,8.0,1.0,8.0,4753.76448752039,9864.143776709569,166.66666666666666,3550.8304048100463,100.0,0.0,9369.326942406267,9864.143776709569,187386.53884812535,15223.924743272579
optimistic,2,10761.04728771546,,,6594.380621048795,,,,monthly,9.0,1.0,9.0,4643.068853875237,6117.978433840223,166.66666666666666,4000.0,99.0,1.0,9650.0974555609,6117.978433840223,193001.949111218,18756.043764993254
optimistic,2,15009.774093238255,,,14843.107426571589,,,,monthly,10.0,1.0,10.0,4537.120603677211,10472.653489561044,166.66666666666666,0.0,98.0,2.0,9054.983333117078,10472.653489561044,181099.66666234157,17338.373608549286
optimistic,2,13260.310608465636,,,13093.64394179897,,,,monthly,11.0,1.0,11.0,4553.220588896994,8707.090019568643,166.66666666666666,0.0,98.0,2.0,9002.028225218966,8707.09001956864,180040.56450437932,17633.311814199613
optimistic,2,14162.310909320611,,,13995.644242653945,,,,monthly,12.0,1.0,12.0,4972.020226342193,9190.290682978417,166.66666666666666,0.0,98.0,2.0,8862.616072718989,9190.29068297842,177252.3214543798,17305.637203940183
optimistic,3,139804.8194159805,24000.0,23203.226664259164,92601.59275172136,0.05,95.0,100.0,summary,,,,,,,,,,,,,
optimistic,3,4972.532865995994,,,4805.866199329327,,,,monthly,1.0,1.0,1.0,4972.532865995994,0.0,166.66666666666666,0.0,100.0,0.0,3629.1891259583135,0.0,72583.78251916629,3629.1891259583135
optimistic,3,8002.555477336398,,,4235.888810669731,,,,monthly,2.0,1.0,2.0,4696.873671282753,3305.6818060536452,166.66666666666666,3600.0,100.0,0.0,5709.539139196194,3305.681806053646,114190.78278392389,6033.046459100861
optimistic,3,9904.223629372387,,,9737.556962705721,,,,monthly,3.0,1.0,3.0,4655.690136834788,5248.5334925376,166.66666666666666,0.0,99.0,1.0,7223.985259467138,5248.5334925376,144479.70518934276,8008.4982260304
optimistic,3,11067.453352145423,,,6900.786685478757,,,,monthly,4.0,1.0,4.0,4948.60423387843,6118.849118266993,166.66666666666666,4000.0,99.0,1.0,8969.144520322405,6118.849118266994,179382.8904064481,10858.79362808581
optimistic,3,12593.524226534097,,,12426.85755986743,,,,monthly,5.0,1.0,5.0,4719.874381835049,7873.649844699047,166.66666666666666,0.0,98.0,2.0,9028.627591670354,7873.649844699048,180572.5518334071,12013.771375057117
optimistic,3,11572.715732714909,,,11406.049066048243,,,,monthly,6.0,1.0,6.0,4538.363967826808,7034.351764888101,166.66666666666666,0.0,98.0,2.0,9196.247085794588,7034.351764888101,183924.94171589176,14175.666695963604
optimistic,3,14245.103362834154,,,14078.436696167488,,,,monthly,7.0,1.0,7.0,4946.299564859842,9298.803797974311,166.66666666666666,0.0,98.0,2.0,9022.79489914442,9298.803797974311,180455.8979828884,13899.657797133714
optimistic,3,12183.932072109128,,,12017.265405442462,,,,monthly,8.0,1.0,8.0,4589.275250402866,7594.656821706262,166.66666666666666,0.0,98.0,2.0,9324.353730102543,7594.65682170626,186487.07460205088,15629.354705529997
optimistic,3,13330.666076576454,,,9163.999409909788,,,,monthly,9.0,1.0,9.0,4670.139906524974,8660.526170051478,166.66666666666666,4000.0,98.0,2.0,9408.48707712107,8660.526170051478,188169.7415424214,16377.315612599587
optimistic,3,12831.72254318622,,,12665.055876519555,,,,monthly,10.0,1.0,10.0,4519.555669939859,8312.16687324636,166.66666666666666,0.0,97.0,3.0,10127.052532584095,8312.16687324636,202541.05065168193,18192.201271937323
optimistic,3,14075.563711311239,,,13908.897044644573,,,,monthly,11.0,1.0,11.0,4466.812861784077,9608.750849527161,166.66666666666666,0.0,97.0,3.0,9717.14227785879,9608.750849527161,194342.8455571758,18300.592700268953
optimistic,3,15024.826365864099,,,3254.933034938269,,,,monthly,12.0,1.0,12.0,4874.089118902573,10150.737246961526,166.66666666666666,11603.226664259164,97.0,3.0,9518.109307886043,10150.737246961527,190362.18615772086,17327.94511243508
optimistic,4,129184.92867561619,24000.0,20398.68216177265,84786.24651384354,0.04,96.0,100.0,summary,,,,,,,,,,,,,
optimistic,4,5132.08433013139,,,4965.417663464723,,,,monthly,1.0,1.0,1.0,5132.08433013139,0.0,166.66666666666666,0.0,100.0,0.0,3177.077493141738,0.0,63541.54986283476,3177.077493141738
optimistic,4,7584.082237685139,,,7417.415571018472,,,,monthly,2.0,1.0,2.0,4933.6427866914255,2650.4394509937133,166.66666666666666,0.0,100.0,0.0,5313.327084300822,2650.4394509937133,106266.54168601646,5839.965126448847
optimistic,4,9315.687580748661,,,5549.020914081995,,,,monthly,3.0,1.0,3.0,4633.089682178806,4682.597898569857,166.66666666666666,3600.0,100.0,0.0,5801.6623226962765,4682.597898569856,116033.24645392555,6959.029550575268
optimistic,4,10262.107645339795,,,10095.440978673128,,,,monthly,4.0,1.0,4.0,5218.746967684998,5043.360677654797,166.66666666666666,0.0,99.0,1.0,7590.511643964127,5043.360677654797,151810.23287928256,9506.180516884599
optimistic,4,10464.110809034493,,,-2501.238019404822,,,,monthly,5.0,1.0,5.0,4950.1656679353555,5513.945141099138,166.66666666666666,12798.68216177265,99.0,1.0,7775.8562077752385,5513.945141099138,155517.1241555048,11154.629634275669
optimistic,4,11942.948395855783,,,11776.281729189117,,,,monthly,6.0,1.0,6.0,4741.191128813147,7201.757267042636,166.66666666666666,0.0,97.0,3.0,7221.152219236796,7201.757267042635,144423.04438473593,11174.024586469828
optimistic,4,11522.111042014745,,,11355.44437534808,,,,monthly,7.0,1.0,7.0,5227.671911977066,6294.439130037679,166.66666666666666,0.0,97.0,3.0,7334.130840063217,6294.43913003768,146682.61680126435,12213.716296495366
