mes_global,anio,mes,ingresos_comisiones,ingresos_intereses,ingresos_totales,gastos,perdidas,ganancia,clientes_activos,clientes_morosos
1,1,1,13829.490669633382,10342.374438504592,24171.865108137972,333.3333333333333,23625.0,213.53177480464,100,0
2,1,2,12435.532980388469,14170.098460043115,26605.631440431585,333.3333333333333,59802.98192506701,-33530.68381796876,98,2
3,1,3,11464.316466615142,15123.110396006905,26587.426862622047,333.3333333333333,89775.08828508868,-63520.99475579997,93,7
4,1,4,11889.660581510447,14792.01621224287,26681.676793753315,333.3333333333333,93156.27032155852,-66807.92686113853,88,12
5,1,5,11417.416804656348,17978.86329479025,29396.2800994466,333.3333333333333,39375.0,-10312.05323388673,83,17
6,1,6,10711.531961381175,19130.094594785543,29841.626556166717,333.3333333333333,21237.949904889647,8270.343317943738,80,20
7,1,7,11170.32717253362,16476.168838782352,27646.496011315972,333.3333333333333,28875.000000000004,-1561.8373220173635,79,21
8,1,8,10358.964418219166,17948.34295951304,28307.307377732206,333.3333333333333,87005.37266292071,-59031.39861852184,77,23
9,1,9,9685.275121353538,15795.161501268945,25480.43662262248,333.3333333333333,76699.95008889232,-51552.84679960317,72,28
10,1,10,9215.945582424985,17473.7786353738,26689.724217798786,333.3333333333333,48402.48187980373,-22046.090995338276,69,31
11,1,11,8596.854280225061,14607.231270315002,23204.08555054006,333.3333333333333,24219.658379209184,-1348.906162002455,66,34
12,1,12,9551.51380104053,14339.027079090316,23890.540880130844,333.3333333333333,55254.563322744536,-31697.355775947024,65,35
13,2,1,7555.817977536346,15151.591380913238,22707.409358449586,333.3333333333333,42423.451221338386,-20049.375196222132,62,38
14,2,2,7096.396155845204,13726.964533952458,20823.36068979766,333.3333333333333,23625.0,-3134.9726435356715,60,40
15,2,3,6783.73982195282,13627.22184156608,20410.9616635189,333.3333333333333,11812.5,8265.12833018557,58,42
16,2,4,7461.564110599988,14887.522155266926,22349.086265866914,333.3333333333333,13125.0,8890.752932533582,57,43
17,2,5,7435.441713931702,13722.346831216437,21157.788545148138,333.3333333333333,45781.77254701148,-24957.317335196676,56,44
18,2,6,7154.853078590433,12284.237448879603,19439.090527470034,333.3333333333333,13125.0,5980.757194136702,54,46
19,2,7,8002.498869740943,14415.520088114808,22418.01895785575,333.3333333333333,14437.500000000002,7647.185624522417,53,47
20,2,8,6795.659193818222,12697.7553264546,19493.41452027282,333.3333333333333,44682.151054287475,-25522.069867347986,52,48
21,2,9,6421.808404129683,11691.183083347034,18112.991487476716,333.3333333333333,0.0,17779.658154143384,49,51
22,2,10,6465.711638310382,11229.936278193632,17695.647916504015,333.3333333333333,13125.0,4237.314583170682,49,51
23,2,11,6406.766306322813,11244.468087565605,17651.23439388842,333.3333333333333,52500.0,-35182.09893944491,48,52
24,2,12,6255.810981455312,10087.885545240559,16343.69652669587,333.3333333333333,50255.959444491455,-34245.59625112892,44,56
25,3,1,4735.337640787073,11072.554928703557,15807.89256949063,333.3333333333333,0.0,15474.559236157296,41,59
26,3,2,4801.55721201577,8008.516835568844,12810.074047584614,333.3333333333333,11812.5,664.2407142512802,41,59
27,3,3,4941.459068521204,8645.5391180773,13586.998186598505,333.3333333333333,48589.86473887187,-35336.19988560669,40,60
28,3,4,5130.233251351378,9447.31507723163,14577.548328583009,333.3333333333333,31815.927240768233,-17571.71224551856,38,62
29,3,5,4722.273404777405,9427.517568224586,14149.790973001991,333.3333333333333,0.0,13816.457639668657,36,64
30,3,6,4584.021219317652,5653.705302134194,10237.726521451847,333.3333333333333,13125.0,-3220.6068118814874,36,64
31,3,7,5542.453799480139,7273.434399123977,12815.888198604116,333.3333333333333,48617.461340537804,-36134.906475267024,35,65
32,3,8,4480.866747356717,6800.880252727119,11281.747000083837,333.3333333333333,22496.91033674413,-11548.496669993629,33,67
33,3,9,4321.099066823015,5928.655174951637,10249.754241774652,333.3333333333333,13125.0,-3208.579091558682,32,68
34,3,10,4276.624927152276,6899.738166256201,11176.363093408476,333.3333333333333,0.0,10843.029760075142,31,69
35,3,11,4126.941278606231,7311.805782966524,11438.747061572754,333.3333333333333,0.0,11105.41372823942,31,69
36,3,12,4581.542715253724,5801.36849796648,10382.911213220204,333.3333333333333,43312.50000000001,-33262.92212011314,31,69
