scenario,seed,total_income,total_expenses,total_losses,net_profit,delinquency_rate,active_clients_final,num_clients_initial,simulation_type,month,year,month_of_year,commission_income,interest_income,expenses,losses,active_clients,delinquent_clients,interes_generado_total,pagos_interes_total,saldo_principal_total,saldo_interes_total
optimistic,0,207090.7276925784,,,136951.44716618932,,,,monthly,10.0,1.0,10.0,64172.04030376543,142918.68738881298,33333.333333333336,36805.94719305575,962.0,38.0,128720.96326906074,142918.68738881298,3432559.0205082865,211098.43859212758
optimistic,0,199667.85305442338,,,119131.11888311821,,,,monthly,11.0,1.0,11.0,64687.72086277839,134980.13219164498,33333.333333333336,47203.400837971836,958.0,42.0,127301.954191489,134980.13219164495,3394718.7784397067,201771.94449270333
optimistic,0,194484.50715241788,,,133651.17381908454,,,,monthly,12.0,1.0,12.0,71584.31166912617,122900.19548329171,33333.333333333336,27500.0,953.0,47.0,124803.41578494919,122900.19548329164,3328091.087598645,203675.16479436087
optimistic,1,2117474.7025179444,4800000.0,657648.3003106447,-3340173.5977927004,0.074,926.0,1000.0,summary,,,,,,,,,,,,,
optimistic,1,80530.25602731216,,,33257.500125879524,,,,monthly,1.0,1.0,1.0,80530.25602731216,0.0,33333.333333333336,13939.4225680993,1000.0,0.0,64275.43426391674,0.0,1714011.580371113,64275.43426391674
optimistic,1,129453.96339753205,,,67477.5943094008,,,,monthly,2.0,1.0,2.0,72197.87779842285,57256.085599109196,33333.333333333336,28643.03575479792,997.0,3.0,97253.64541623296,57256.08559910923,2593430.5444328794,104107.93300635094
optimistic,1,147876.46955517575,,,66602.8972382471,,,,monthly,3.0,1.0,3.0,66932.50205793077,80943.96749724497,33333.333333333336,47940.2389835953,991.0,9.0,120438.72660155325,80943.9674972449,3211699.37604142,142909.60137327053
optimistic,1,173188.76875450637,,,95921.0029401873,,,,monthly,4.0,1.0,4.0,68964.59174522803,104224.17700927833,33333.333333333336,43934.43248098572,984.0,16.0,129698.38838724658,104224.17700927834,3458623.6903265757,168141.98595728373
optimistic,1,182582.59952554153,,,85510.77804266344,,,,monthly,5.0,1.0,5.0,67886.81695618627,114695.78256935526,33333.333333333336,63738.48814954475,978.0,22.0,133401.76675871396,114695.78256935524,3557380.446899039,185083.60178016245
optimistic,1,185905.3619514411,,,121214.37399659902,,,,monthly,6.0,1.0,6.0,68151.46028841214,117753.90166302896,33333.333333333336,31357.654621508722,971.0,29.0,139700.59524465966,117753.90166302898,3725349.206524258,206292.95678170066
optimistic,1,195262.11879779736,,,59158.14385841378,,,,monthly,7.0,1.0,7.0,72353.65083271259,122908.46796508478,33333.333333333336,102770.64160605024,968.0,32.0,144098.3734982062,122908.46796508471,3842623.293285499,222679.36655085682
optimistic,1,202116.90756349172,,,163783.57423015838,,,,monthly,8.0,1.0,8.0,63608.08369010584,138508.82387338587,33333.333333333336,5000.0,959.0,41.0,139996.28285005852,138508.82387338582,3733234.209334894,224166.82552752952
optimistic,1,202485.5024804745,,,119013.39854905871,,,,monthly,9.0,1.0,9.0,64877.726225775164,137607.77625469933,33333.333333333336,50138.770598082454,958.0,42.0,137711.50909722707,137607.77625469942,3672306.9092593887,223602.75425523357
optimistic,1,204130.92638471624,,,78042.97600498574,,,,monthly,10.0,1.0,10.0,64291.356353737756,139839.57003097847,33333.333333333336,92754.61704639715,951.0,49.0,137510.7148964187,139839.5700309784,3666952.3972378327,218825.55455369424
optimistic,1,193590.922109876,,,117289.14615365895,,,,monthly,11.0,1.0,11.0,63691.64454902352,129899.2775608525,33333.333333333336,42968.442622883704,941.0,59.0,137750.60409280856,129899.27756085251,3673349.442474895,226162.03359927668
optimistic,1,220350.90597007942,,,52555.016758046666,,,,monthly,12.0,1.0,12.0,69748.2558519455,150602.65011813393,33333.333333333336,134462.5558786994,936.0,64.0,137229.43549781232,150602.6501181339,3659451.613274995,206380.13276536568
optimistic,2,2039909.9424250035,4800000.0,395313.91714995727,-3155403.974724954,0.062,938.0,1000.0,summary,,,,,,,,,,,,,
optimistic,2,78376.2801099222,,,16539.37522312143,,,,monthly,1.0,1.0,1.0,78376.2801099222,0.0,33333.333333333336,28503.57155346743,1000.0,0.0,53919.151030140965,0.0,1437844.027470426,53919.151030140965
optimistic,2,119347.90116578757,,,13535.841560902612,,,,monthly,2.0,1.0,2.0,71788.6130570056,47559.28810878198,33333.333333333336,72478.72627155161,995.0,5.0,85357.23550765438,47559.28810878195,2276192.9468707833,90870.73331655916
optimistic,2,140492.33277504193,,,80158.99944170858,,,,monthly,3.0,1.0,3.0,66991.24804597416,73501.08472906776,33333.333333333336,27000.0,986.0,14.0,107990.22914267213,73501.08472906772,2879739.4438045905,125359.87773016357
optimistic,2,163510.21246141498,,,100176.87912808164,,,,monthly,4.0,1.0,4.0,70830.67958706565,92679.53287434934,33333.333333333336,30000.0,980.0,20.0,122848.74214015101,92679.5328743493,3275966.457070694,155529.08699596528
optimistic,2,171166.61329329378,,,106125.03955119321,,,,monthly,5.0,1.0,5.0,67556.95241237541,103609.66088091837,33333.333333333336,31708.240408767226,974.0,26.0,131635.29707118924,103609.66088091835,3510274.588565047,182888.6152674595
optimistic,2,183388.6995237694,,,145055.36619043606,,,,monthly,6.0,1.0,6.0,66266.50244071799,117122.19708305142,33333.333333333336,5000.0,970.0,30.0,134988.8113608155,117122.19708305145,3599701.636288414,200755.22954522358
optimistic,2,212542.1582694398,,,150251.2640689289,,,,monthly,7.0,1.0,7.0,72498.48451743525,140043.67375200454,33333.333333333336,28957.560867177555,969.0,31.0,129589.91298354419,140043.67375200448,3455731.0128945117,189627.95919687467
optimistic,2,193303.02933407674,,,136949.78607216015,,,,monthly,8.0,1.0,8.0,66193.54261691066,127109.48671716606,33333.333333333336,23019.90992858325,966.0,34.0,128692.7681758348,127109.48671716612,3431807.151355595,190575.95830429098
optimistic,2,178703.28208097583,,,108886.87219390966,,,,monthly,9.0,1.0,9.0,66651.05477889857,112052.22730207724,33333.333333333336,36483.07655373283,964.0,36.0,130863.9773095683,112052.22730207721,3489706.061588488,209192.09145856593
optimistic,2,189557.9272500976,,,131224.59391676425,,,,monthly,10.0,1.0,10.0,65090.27409904814,124467.65315104945,33333.333333333336,25000.0,957.0,43.0,132060.5741658377,124467.65315104937,3521615.311089005,216785.01247335426
